loss_train	acc_train	loss_val	acc_val
2.056737184524536	0.05714285714285714	2.0407538414001465	0.063
2.016192674636841	0.07142857142857142	2.025712490081787	0.118
2.0091559886932373	0.08571428571428572	2.012054920196533	0.13
1.9927986860275269	0.07857142857142857	1.9999027252197266	0.12
1.9631783962249756	0.10714285714285714	1.9889473915100098	0.118
1.957547664642334	0.1	1.9786080121994019	0.118
1.9342306852340698	0.10714285714285714	1.9689662456512451	0.118
1.9175549745559692	0.12142857142857143	1.959679365158081	0.118
1.899409532546997	0.16428571428571428	1.9509011507034302	0.15
1.8895787000656128	0.17857142857142858	1.9424303770065308	0.365
1.8669209480285645	0.36428571428571427	1.9343454837799072	0.364
1.8640226125717163	0.32857142857142857	1.926689863204956	0.356
1.8434467315673828	0.32142857142857145	1.91926109790802	0.356
1.8199634552001953	0.34285714285714286	1.9121105670928955	0.351
1.810677170753479	0.32857142857142857	1.9054661989212036	0.348
1.8079943656921387	0.29285714285714287	1.8990581035614014	0.341
1.7880374193191528	0.4	1.8928312063217163	0.331
1.7948576211929321	0.32142857142857145	1.8868768215179443	0.325
1.781591773033142	0.32142857142857145	1.880919337272644	0.321
1.7682605981826782	0.34285714285714286	1.875002384185791	0.315
1.7535192966461182	0.35714285714285715	1.8692750930786133	0.312
1.7275142669677734	0.36428571428571427	1.8636149168014526	0.31
1.7281299829483032	0.35	1.857793927192688	0.31
1.7379698753356934	0.32142857142857145	1.8514398336410522	0.309
1.7131478786468506	0.3	1.844749093055725	0.309
1.7055131196975708	0.3142857142857143	1.837641954421997	0.309
1.6782993078231812	0.34285714285714286	1.8300800323486328	0.309
1.6877332925796509	0.30714285714285716	1.8222512006759644	0.309
1.6950056552886963	0.3357142857142857	1.814180850982666	0.309
1.6761757135391235	0.32142857142857145	1.8061429262161255	0.309
1.6449897289276123	0.3357142857142857	1.7980068922042847	0.309
1.649648666381836	0.3142857142857143	1.789825201034546	0.309
1.6704074144363403	0.3	1.781527042388916	0.309
1.644473671913147	0.34285714285714286	1.7731692790985107	0.309
1.6293354034423828	0.3142857142857143	1.764675259590149	0.309
1.5934491157531738	0.3142857142857143	1.7563011646270752	0.309
1.6100038290023804	0.32857142857142857	1.7478265762329102	0.309
1.5871129035949707	0.32857142857142857	1.7393715381622314	0.309
1.5836451053619385	0.35714285714285715	1.7309244871139526	0.31
1.5718554258346558	0.34285714285714286	1.7222777605056763	0.312
1.5585253238677979	0.35714285714285715	1.7134102582931519	0.314
1.5607811212539673	0.35714285714285715	1.7038699388504028	0.316
1.5317497253417969	0.37857142857142856	1.6939212083816528	0.319
1.5542123317718506	0.4	1.6837244033813477	0.323
1.5218539237976074	0.42142857142857143	1.6736540794372559	0.324
1.5079352855682373	0.4142857142857143	1.663583755493164	0.329
1.4922492504119873	0.4357142857142857	1.6531590223312378	0.336
1.4478639364242554	0.44285714285714284	1.6426762342453003	0.343
1.450268268585205	0.4357142857142857	1.632317066192627	0.351
1.4635679721832275	0.4714285714285714	1.6220152378082275	0.367
1.4256725311279297	0.5	1.611533522605896	0.375
1.407665491104126	0.5214285714285715	1.6010823249816895	0.388
1.3722877502441406	0.55	1.5906113386154175	0.395
1.3682376146316528	0.5571428571428572	1.5802384614944458	0.403
1.3577256202697754	0.5857142857142857	1.5696552991867065	0.414
1.3423175811767578	0.5714285714285714	1.5588933229446411	0.424
1.320122241973877	0.6071428571428571	1.5480079650878906	0.436
1.3276264667510986	0.6285714285714286	1.5368105173110962	0.441
1.2781696319580078	0.6357142857142857	1.5250494480133057	0.445
1.2888140678405762	0.6	1.5132582187652588	0.458
1.254544734954834	0.6428571428571429	1.501470685005188	0.473
1.2532378435134888	0.6285714285714286	1.4896421432495117	0.481
1.237985372543335	0.6785714285714286	1.4771672487258911	0.492
1.2076847553253174	0.6642857142857143	1.464810848236084	0.504
1.1700578927993774	0.6857142857142857	1.4521740674972534	0.509
1.1404894590377808	0.6857142857142857	1.4394073486328125	0.522
1.1626979112625122	0.6928571428571428	1.4264472723007202	0.532
1.1407561302185059	0.7071428571428572	1.4128530025482178	0.537
1.1233971118927002	0.7357142857142858	1.3990892171859741	0.542
1.0829417705535889	0.7214285714285714	1.385702133178711	0.543
1.100653052330017	0.7071428571428572	1.3727304935455322	0.546
1.1100773811340332	0.6714285714285714	1.3596289157867432	0.545
1.0766047239303589	0.7214285714285714	1.3466334342956543	0.541
1.068887710571289	0.7142857142857143	1.3342262506484985	0.538
1.0298545360565186	0.7071428571428572	1.322338342666626	0.536
1.0246566534042358	0.7357142857142858	1.3112823963165283	0.535
1.0166243314743042	0.7214285714285714	1.3000887632369995	0.538
1.0359264612197876	0.7214285714285714	1.2893128395080566	0.548
0.957123875617981	0.75	1.2781556844711304	0.557
0.9672262072563171	0.7571428571428571	1.2673853635787964	0.574
0.9244194030761719	0.7285714285714285	1.2571711540222168	0.586
0.9537296891212463	0.7785714285714286	1.2475395202636719	0.593
0.9717677235603333	0.7642857142857142	1.2381716966629028	0.595
0.9540847539901733	0.7714285714285715	1.2283298969268799	0.599
0.8982613682746887	0.7785714285714286	1.2188684940338135	0.601
0.9080865383148193	0.7857142857142857	1.2087419033050537	0.606
0.914720356464386	0.7785714285714286	1.1986064910888672	0.608
0.8590980768203735	0.7928571428571428	1.188225507736206	0.616
0.8822095394134521	0.8071428571428572	1.1789500713348389	0.622
0.8519333600997925	0.7785714285714286	1.1703592538833618	0.625
0.8736809492111206	0.75	1.1615052223205566	0.627
0.8214271068572998	0.8071428571428572	1.1527907848358154	0.631
0.8523274660110474	0.8142857142857143	1.1435550451278687	0.639
0.8331088423728943	0.8357142857142857	1.1336301565170288	0.657
0.8081997632980347	0.8	1.1236425638198853	0.684
0.8059180378913879	0.8285714285714286	1.113680362701416	0.702
0.7950063943862915	0.8071428571428572	1.104446291923523	0.712
0.8024207949638367	0.8571428571428571	1.0955476760864258	0.72
0.7920182943344116	0.8285714285714286	1.0864105224609375	0.726
0.7744085788726807	0.8571428571428571	1.0788096189498901	0.732
0.7963857054710388	0.8428571428571429	1.0721619129180908	0.736
0.7565880417823792	0.8714285714285714	1.0646916627883911	0.737
0.755011796951294	0.8571428571428571	1.0579408407211304	0.737
0.7233490943908691	0.85	1.051673173904419	0.739
0.7284976243972778	0.8357142857142857	1.045355200767517	0.739
0.7469707131385803	0.85	1.0395156145095825	0.737
0.734631359577179	0.8285714285714286	1.0337847471237183	0.738
0.7321210503578186	0.8571428571428571	1.029168963432312	0.741
0.7066252827644348	0.85	1.024395227432251	0.744
0.7441391944885254	0.8428571428571429	1.0191030502319336	0.751
0.6736132502555847	0.8857142857142857	1.0136568546295166	0.756
0.7175562977790833	0.8714285714285714	1.0088428258895874	0.759
0.7021011114120483	0.8714285714285714	1.0037986040115356	0.763
0.6849634647369385	0.8571428571428571	0.9984526634216309	0.769
0.6967307329177856	0.8714285714285714	0.9939042329788208	0.77
0.6421977281570435	0.8928571428571429	0.989276111125946	0.765
0.664354145526886	0.8714285714285714	0.9844483137130737	0.762
0.6235030293464661	0.8857142857142857	0.9791221022605896	0.76
0.6734185218811035	0.8857142857142857	0.9729095697402954	0.761
0.6819446086883545	0.8642857142857143	0.9663495421409607	0.766
0.6534730792045593	0.85	0.9603087902069092	0.769
0.6617072820663452	0.8642857142857143	0.9530794620513916	0.773
0.6642894744873047	0.8714285714285714	0.9465973377227783	0.772
0.615816593170166	0.9142857142857143	0.9419189095497131	0.779
0.6233630776405334	0.8785714285714286	0.9383124113082886	0.784
0.6471128463745117	0.8714285714285714	0.9361653923988342	0.782
0.6083531379699707	0.9071428571428571	0.9340305924415588	0.774
0.5975440740585327	0.8785714285714286	0.9315217733383179	0.768
0.5965279340744019	0.9071428571428571	0.9293624758720398	0.766
0.6019824743270874	0.9071428571428571	0.9273046851158142	0.768
0.5996067523956299	0.8714285714285714	0.9234782457351685	0.767
0.5926569104194641	0.8857142857142857	0.9188465476036072	0.766
0.5797598958015442	0.9	0.9147431254386902	0.771
0.5511410236358643	0.9071428571428571	0.9098180532455444	0.775
0.5520829558372498	0.8928571428571429	0.9044000506401062	0.781
0.5528882145881653	0.9071428571428571	0.8983023762702942	0.787
0.5897131562232971	0.8928571428571429	0.8929312825202942	0.794
0.5532764792442322	0.8928571428571429	0.8874791860580444	0.793
0.5615224838256836	0.9071428571428571	0.8841367363929749	0.8
0.5502309203147888	0.9142857142857143	0.8804303407669067	0.8
0.5655433535575867	0.9142857142857143	0.8762736320495605	0.801
0.5525716543197632	0.8785714285714286	0.8725906610488892	0.804
0.5817074179649353	0.9	0.8691641092300415	0.799
0.5235722064971924	0.8785714285714286	0.8657252192497253	0.8
0.6055459976196289	0.9	0.8618642091751099	0.8
0.5444170832633972	0.9	0.8578145503997803	0.8
0.4892730712890625	0.9214285714285714	0.8540749549865723	0.801
0.5342653393745422	0.9071428571428571	0.8516619205474854	0.802
0.5506448745727539	0.9214285714285714	0.8486350774765015	0.804
0.5240240097045898	0.8928571428571429	0.8464003205299377	0.804
0.5185311436653137	0.9	0.845856785774231	0.807
0.5288233160972595	0.9	0.8457019925117493	0.806
0.5183990597724915	0.9357142857142857	0.8448364734649658	0.809
0.5129263401031494	0.9285714285714286	0.8437404632568359	0.813
0.4802272319793701	0.9357142857142857	0.8400638103485107	0.812
0.502426266670227	0.9285714285714286	0.8360641002655029	0.813
0.49633586406707764	0.9428571428571428	0.8313430547714233	0.809
0.4714827835559845	0.9214285714285714	0.8259826898574829	0.81
0.5260212421417236	0.8857142857142857	0.8218614459037781	0.813
0.5171893239021301	0.9071428571428571	0.8189942240715027	0.814
0.5212259888648987	0.9071428571428571	0.8170390725135803	0.816
0.5109391212463379	0.9285714285714286	0.8155534267425537	0.812
0.4913054406642914	0.9357142857142857	0.8141201138496399	0.811
0.48427826166152954	0.9428571428571428	0.8117905855178833	0.811
0.455458402633667	0.9285714285714286	0.8096186518669128	0.811
0.48020389676094055	0.9357142857142857	0.8065659999847412	0.814
0.48905149102211	0.9357142857142857	0.8033223152160645	0.811
0.4879070222377777	0.9285714285714286	0.8004351258277893	0.809
0.47291144728660583	0.9214285714285714	0.798320472240448	0.811
0.4857761859893799	0.9285714285714286	0.796690046787262	0.811
0.4863165616989136	0.8928571428571429	0.7961807250976562	0.814
0.48870784044265747	0.9142857142857143	0.7955651879310608	0.816
0.4813637435436249	0.9	0.7935084700584412	0.815
0.4324263632297516	0.9214285714285714	0.7905155420303345	0.819
0.43003928661346436	0.9142857142857143	0.7874849438667297	0.816
0.4669334292411804	0.9142857142857143	0.7845083475112915	0.817
0.45936283469200134	0.9142857142857143	0.7810943126678467	0.819
0.43782147765159607	0.9214285714285714	0.7786495685577393	0.818
0.4969477951526642	0.9	0.7766156196594238	0.823
0.444397509098053	0.9428571428571428	0.7744122743606567	0.823
0.43214401602745056	0.9285714285714286	0.7735313177108765	0.823
0.4252975583076477	0.9214285714285714	0.7732051610946655	0.827
0.3818484842777252	0.95	0.7726993560791016	0.829
0.4278213679790497	0.9357142857142857	0.7716980576515198	0.825
0.4264887571334839	0.95	0.7707907557487488	0.825
0.5218305587768555	0.9142857142857143	0.7687975168228149	0.827
0.4184846580028534	0.9285714285714286	0.7668882608413696	0.825
0.4152480661869049	0.9642857142857143	0.7629566192626953	0.828
0.41114541888237	0.9357142857142857	0.7580879330635071	0.827
0.4235418736934662	0.95	0.7555032968521118	0.826
0.39253318309783936	0.9571428571428572	0.753764271736145	0.825
0.39181944727897644	0.9571428571428572	0.7532097101211548	0.824
0.43984082341194153	0.9214285714285714	0.7535504698753357	0.824
0.43479013442993164	0.9285714285714286	0.7552022337913513	0.823
0.3865657448768616	0.9285714285714286	0.7565039396286011	0.825
0.41894984245300293	0.9571428571428572	0.756901204586029	0.828
0.39090225100517273	0.9428571428571428	0.7566925287246704	0.831
0.42805567383766174	0.9071428571428571	0.7550561428070068	0.829
0.45431581139564514	0.9285714285714286	0.7552090883255005	0.825
0.4325059950351715	0.9214285714285714	0.754418134689331	0.825
